atlas_block,priority,state
45068C5NW,yes,Maine
44069C1CE,yes,Maine
44069C1NW,yes,Maine
46067A8CE,yes,Maine
46067A8NW,yes,Maine
46067A8SE,yes,Maine
46067A8SW,yes,Maine
44070A1CE,yes,Maine
44070A1NW,yes,Maine
43070H1NW,yes,Maine
45070B2NE,yes,Maine
45070B2NW,yes,Maine
45070B7NW,yes,Maine
46068F5NW,yes,Maine
44070D2NW,yes,Maine
44070D2SE,yes,Maine
45069G5NW,yes,Maine
44067G3NE,yes,Maine
44067G3NW,yes,Maine
45070E1CE,yes,Maine
45070E1NW,yes,Maine
45070E1SE,yes,Maine
46069B4CW,yes,Maine
45068H5NW,yes,Maine
43069H4NW,yes,Maine
44066G8CW,yes,Maine
46068B1NW,yes,Maine
44067F3NW,yes,Maine
44067F4NE,yes,Maine
44067F4NW,yes,Maine
47068C3CW,yes,Maine
44069G7NW,yes,Maine
44069G8NW,yes,Maine
44070G4NW,yes,Maine
45069A7NW,yes,Maine
46068F2NW,yes,Maine
46067E7NW,yes,Maine
46069F7NW,yes,Maine
43068G8NE,yes,Maine
45068D6NW,yes,Maine
45068E4NW,yes,Maine
45068H2NW,yes,Maine
45068E3NW,yes,Maine
46068H4NW,yes,Maine
46069H1NW,yes,Maine
46069H3NW,yes,Maine
47068A7NW,yes,Maine
46068C3NW,yes,Maine
44070A4NW,yes,Maine
45067A3NW,yes,Maine
45067A3SE,yes,Maine
45067A4NW,yes,Maine
45068E5NW,yes,Maine
46068A1NW,yes,Maine
44069F8CE,yes,Maine
44069F8CW,yes,Maine
44069F8NW,yes,Maine
44069F8SE,yes,Maine
44070G7NW,yes,Maine
46068D7NW,yes,Maine
44070G8NW,yes,Maine
46068C7NW,yes,Maine
46068C8NW,yes,Maine
45068F6NW,yes,Maine
45068C8NW,yes,Maine
45068B8NW,yes,Maine
43070D8CE,yes,Maine
44070A3NW,yes,Maine
45069E8NW,yes,Maine
44068F2CW,yes,Maine
44068F2NW,yes,Maine
44068F2SW,yes,Maine
45068F3NW,yes,Maine
45068G3NW,yes,Maine
43069G3NW,yes,Maine
44070B1CW,yes,Maine
44070B1NW,yes,Maine
45067A7NW,yes,Maine
45069C4NW,yes,Maine
45069C5CE,yes,Maine
45069C5NE,yes,Maine
45069C5NW,yes,Maine
44067G7CE,yes,Maine
44067G7NW,yes,Maine
44067G7SE,yes,Maine
46067C7NW,yes,Maine
45068H1CE,yes,Maine
44067F1NW,yes,Maine
45069E6NW,yes,Maine
46068E8NW,yes,Maine
46068E8SE,yes,Maine
46068D8CW,yes,Maine
44069D2CW,yes,Maine
44069D2NE,yes,Maine
44069D2NW,yes,Maine
44069D2SW,yes,Maine
43070E7CW,yes,Maine
43070E7NW,yes,Maine
45069C7NW,yes,Maine
44070H3NW,yes,Maine
44070F3NW,yes,Maine
46068A4NW,yes,Maine
45068H8CE,yes,Maine
45068H8NW,yes,Maine
45069F6NW,yes,Maine
44068E8NW,yes,Maine
44070D5NW,yes,Maine
46068H2NW,yes,Maine
46068H2SW,yes,Maine
46069B3NW,yes,Maine
45069F1NW,yes,Maine
43070H5NW,yes,Maine
46069A1SW,yes,Maine
43069G4NW,yes,Maine
44070H1NW,yes,Maine
44070F1NW,yes,Maine
46068H1NW,yes,Maine
44070G1CW,yes,Maine
44070G1NW,yes,Maine
44068D4NW,yes,Maine
44069G3CW,yes,Maine
44069G3NW,yes,Maine
44069G3SE,yes,Maine
45068D5NW,yes,Maine
46069F6NE,yes,Maine
46069H5NW,yes,Maine
46069H5SW,yes,Maine
45068E6NW,yes,Maine
45068F7NW,yes,Maine
44069F7NW,yes,Maine
44069F7SE,yes,Maine
46070A1CW,yes,Maine
45067H7NW,yes,Maine
43070C6NW,yes,Maine
43070C6SE,yes,Maine
43070C6SW,yes,Maine
46068C1NW,yes,Maine
45069G6NW,yes,Maine
44068B7NW,yes,Maine
44068B8NW,yes,Maine
43070H2NW,yes,Maine
43070H6NW,yes,Maine
43070H6SE,yes,Maine
44070B7NW,yes,Maine
44069B5NW,yes,Maine
43070G4NW,yes,Maine
44067G8CW,yes,Maine
44067G8NW,yes,Maine
44067G8SW,yes,Maine
45070C7CE,yes,Maine
44070B5NW,yes,Maine
45069E4NE,yes,Maine
45069E4NW,yes,Maine
46068D1CE,yes,Maine
46068A2NW,yes,Maine
45068A5CE,yes,Maine
45068A5NW,yes,Maine
43070E4CE,yes,Maine
43070E4NE,yes,Maine
43070E4NW,yes,Maine
44070E8CW,yes,Maine
44070E8NW,yes,Maine
44068H6CW,yes,Maine
44068H6NW,yes,Maine
44068H6SW,yes,Maine
44070H7NW,yes,Maine
45067G7NW,yes,Maine
44068E6NW,yes,Maine
43069G8NW,yes,Maine
44068H5NE,yes,Maine
44068H5NW,yes,Maine
46068D4NW,yes,Maine
46068D5CW,yes,Maine
45067C7NW,yes,Maine
44070B4NW,yes,Maine
44070B4SW,yes,Maine
46067D8NW,yes,Maine
44069D4NW,yes,Maine
45070B8NW,yes,Maine
45068B5CW,yes,Maine
45068B5NW,yes,Maine
45068H4NW,yes,Maine
47068B2NW,yes,Maine
44067H8CW,yes,Maine
44067G6CW,yes,Maine
44067G6NW,yes,Maine
44067G6SW,yes,Maine
47068A8NW,yes,Maine
45068F8NW,yes,Maine
43069G5NW,yes,Maine
44067H2CE,yes,Maine
44067H2CW,yes,Maine
44067H2NE,yes,Maine
44067H2NW,yes,Maine
44067H2SE,yes,Maine
45069H5CW,yes,Maine
45070H2NW,yes,Maine
44068D6NW,yes,Maine
44067D8NW,yes,Maine
44067D8SE,yes,Maine
44067D8SW,yes,Maine
44070G3NW,yes,Maine
43069G7CE,yes,Maine
43069G7NE,yes,Maine
43069G7NW,yes,Maine
43069G7SE,yes,Maine
47068A1NW,yes,Maine
45070C1NW,yes,Maine
45069H4NE,yes,Maine
45069H4NW,yes,Maine
44069G4CE,yes,Maine
44069G4NE,yes,Maine
44069G4NW,yes,Maine
44070A7NW,yes,Maine
44070A7SE,yes,Maine
44069G2CW,yes,Maine
44069G2NW,yes,Maine
44069G2SW,yes,Maine
45070A2NW,yes,Maine
44067H3NW,yes,Maine
44067H3SE,yes,Maine
46068G4NW,yes,Maine
46068G5CE,yes,Maine
46068G5NW,yes,Maine
43070F2NW,yes,Maine
43070F2SE,yes,Maine
43070F2SW,yes,Maine
43070F3NW,yes,Maine
45068E1CW,yes,Maine
45068E1NW,yes,Maine
45068E1SW,yes,Maine
46068F1NW,yes,Maine
45067B5NW,yes,Maine
43070E3CE,yes,Maine
43070E3CW,yes,Maine
43070E3NE,yes,Maine
43070E3NW,yes,Maine
43070E3SE,yes,Maine
43070E3SW,yes,Maine
44069B8NW,yes,Maine
44068H7CE,yes,Maine
44068H7NW,yes,Maine
44068H7SE,yes,Maine
44070E7NW,yes,Maine
45070A5CW,yes,Maine
44068H1NW,yes,Maine
45068E8NW,yes,Maine
46069A5NW,yes,Maine
45069G1NW,yes,Maine
45069G2NW,yes,Maine
44070H6NW,yes,Maine
43070H4CE,yes,Maine
43070H4NE,yes,Maine
43070H4NW,yes,Maine
43070H4SW,yes,Maine
44069C4NW,yes,Maine
44069D8CE,yes,Maine
44069D8NW,yes,Maine
45067A2NW,yes,Maine
44070H4NW,yes,Maine
45068F2NW,yes,Maine
45068F2SE,yes,Maine
44070H8NW,yes,Maine
44069A7CE,yes,Maine
44069A7CW,yes,Maine
44069A7NE,yes,Maine
44069A7NW,yes,Maine
44069A7SE,yes,Maine
44069A7SW,yes,Maine
43070C8NW,yes,Maine
44069A1CW,yes,Maine
44069A1NW,yes,Maine
47069C3CW,yes,Maine
47069B3NW,yes,Maine
47069B4CW,yes,Maine
47069A4NW,yes,Maine
44068G2NW,yes,Maine
44069E7NW,yes,Maine
44067E4NW,yes,Maine
44067H5NW,yes,Maine
46068E7NW,yes,Maine
46069G3NW,yes,Maine
44070F5NW,yes,Maine
44070E5NW,yes,Maine
45071B1CE,yes,Maine
46069A7NW,yes,Maine
44070H5NW,yes,Maine
45068F4NW,yes,Maine
44068D3CE,yes,Maine
44068D3NW,yes,Maine
43070D7NW,yes,Maine
45069B3NW,yes,Maine
45068B3NW,yes,Maine
44068C6NW,yes,Maine
44068C1NW,yes,Maine
44067F8CE,yes,Maine
44067F8NE,yes,Maine
44067F8NW,yes,Maine
44067F8SW,yes,Maine
47069A3NW,yes,Maine
46068E4CE,yes,Maine
46068E2NW,yes,Maine
46068E3NW,yes,Maine
46068E3SW,yes,Maine
46068E4NE,yes,Maine
46068E4NW,yes,Maine
46068E4SE,yes,Maine
45067C8NW,yes,Maine
44068C2NW,yes,Maine
44069C2NW,yes,Maine
44068D8NW,yes,Maine
43070G5CW,yes,Maine
43070G5NW,yes,Maine
43070G5SW,yes,Maine
45069C2SW,yes,Maine
45069C3NW,yes,Maine
45068C6CW,yes,Maine
45068D8NW,yes,Maine
45068C6NW,yes,Maine
45068C6SW,yes,Maine
45069H7CE,yes,Maine
45069H8NW,yes,Maine
45069H6NW,yes,Maine
46069G5CW,yes,Maine
46069G5NE,yes,Maine
46069G5NW,yes,Maine
46068A5NW,yes,Maine
45069D2NW,yes,Maine
45067D5NW,yes,Maine
45070E5NE,yes,Maine
44069G6NW,yes,Maine
43069F7NW,yes,Maine
46068B2NW,yes,Maine
44068F8NW,yes,Maine
45069G7CW,yes,Maine
44069H7NW,yes,Maine
43070C7CW,yes,Maine
43070C7NW,yes,Maine
46069C3NW,yes,Maine
43070F1NW,yes,Maine
43070F1SW,yes,Maine
45068A7NW,yes,Maine
45069B1NW,yes,Maine
45069B1SE,yes,Maine
45069B1SW,yes,Maine
44068C3NW,yes,Maine
44068C3SW,yes,Maine
44070C8NW,yes,Maine
44070C8SE,yes,Maine
45069F5CE,yes,Maine
45069F5NW,yes,Maine
45070D3NW,yes,Maine
46069D2NW,yes,Maine
46068D2CW,yes,Maine
45068B2NW,yes,Maine
45068D2NE,yes,Maine
45068D2NW,yes,Maine
45068D2SW,yes,Maine
46069B7CW,yes,Maine
47068A3NW,yes,Maine
47068A4NW,yes,Maine
47068B3NW,yes,Maine
46068C2NW,yes,Maine
47068B8CW,yes,Maine
47068B7CW,yes,Maine
46069B8NW,yes,Maine
46069B8SW,yes,Maine
46069A8NW,yes,Maine
45068G5NW,yes,Maine
43070F5NW,yes,Maine
43070F5SW,yes,Maine
43070G6CE,yes,Maine
43070G6CW,yes,Maine
43070G6NE,yes,Maine
43070G6NW,yes,Maine
43070G6SE,yes,Maine
45067E8NW,yes,Maine
44069H2NW,yes,Maine
44068B5NW,yes,Maine
47068A2NW,yes,Maine
45070F4SE,yes,Maine
45070B4NW,yes,Maine
44070G2NW,yes,Maine
44070G2SW,yes,Maine
45070A3NW,yes,Maine
45070A3SW,yes,Maine
44068E2NW,yes,Maine
44068B4NW,yes,Maine
46069A2NW,yes,Maine
46069B2NW,yes,Maine
45067H8NE,yes,Maine
45067H8NW,yes,Maine
43069H2NW,yes,Maine
43069G2NE,yes,Maine
43069H2SE,yes,Maine
45069C8NW,yes,Maine
45070B3NW,yes,Maine
45070B3SE,yes,Maine
44068H4NW,yes,Maine
46068A7NW,yes,Maine
46069E2NW,yes,Maine
44069A2CE,yes,Maine
44069A2NE,yes,Maine
44069A2NW,yes,Maine
45070B5NW,yes,Maine
44069C6CE,yes,Maine
44069C6NE,yes,Maine
44069C6NW,yes,Maine
44069C6SE,yes,Maine
45067D6NW,yes,Maine
45067C5NW,yes,Maine
45069G8NW,yes,Maine
46069C4NW,yes,Maine
46068B7NW,yes,Maine
45068G7NW,yes,Maine
44067H7SW,yes,Maine
45070D4NE,yes,Maine
45070D4NW,yes,Maine
44068E1NW,yes,Maine
44068F1NW,yes,Maine
44070C2NW,yes,Maine
46069C7CE,yes,Maine
46067B8NW,yes,Maine
45070C8SW,yes,Maine
46069F5NW,yes,Maine
44071G1CE,yes,Maine
46068C4NW,yes,Maine
46069E3NW,yes,Maine
46069E4NW,yes,Maine
44069B3NW,yes,Maine
44069E3NW,yes,Maine
44069F3CE,yes,Maine
44069F3NW,yes,Maine
44069E3SE,yes,Maine
46069F1NW,yes,Maine
46069F1SW,yes,Maine
46069D5NW,yes,Maine
47067B8CW,yes,Maine
45067E4CW,yes,Maine
44069D6NW,yes,Maine
44069D6SE,yes,Maine
44069D6SW,yes,Maine
44068G6NW,yes,Maine
44068A7NW,yes,Maine
44068A7SE,yes,Maine
47068B1NW,yes,Maine
45069F2NW,yes,Maine
46069C6NW,yes,Maine
45067C6NW,yes,Maine
44069A3NW,yes,Maine
44069A4CW,yes,Maine
44069A4NW,yes,Maine
47068A6CE,yes,Maine
47068A6CW,yes,Maine
47068A6NE,yes,Maine
47068A6NW,yes,Maine
46068G2NW,yes,Maine
44069C3NW,yes,Maine
46068A8NW,yes,Maine
43070E6CE,yes,Maine
43070E6NW,yes,Maine
43070E6SW,yes,Maine
44070B6NW,yes,Maine
44070B6SW,yes,Maine
44069E6NW,yes,Maine
44070C1NW,yes,Maine
44070C1SE,yes,Maine
46069B1NE,yes,Maine
44069C5CW,yes,Maine
44069C5NW,yes,Maine
44069C5SW,yes,Maine
45068C2NW,yes,Maine
44070F4CW,yes,Maine
44070F4NW,yes,Maine
44070F4SW,yes,Maine
45069A5NW,yes,Maine
43070C5CE,yes,Maine
43070C5CW,yes,Maine
43070C5NE,yes,Maine
43070C5NW,yes,Maine
43070C5SW,yes,Maine
44067H6NW,yes,Maine
44069H1NW,yes,Maine
45068A2NW,yes,Maine
44067G1CW,yes,Maine
44067G1NE,yes,Maine
44067G1NW,yes,Maine
43070F8NW,yes,Maine
43070F8SE,yes,Maine
44070C5NW,yes,Maine
44069B2NW,yes,Maine
44070C4NW,yes,Maine
46067E8NW,yes,Maine
43069H6CW,yes,Maine
43069H6NW,yes,Maine
47068B6NW,yes,Maine
45068G6NW,yes,Maine
45069B5NW,yes,Maine
44067G2CE,yes,Maine
44067G2CW,yes,Maine
44067G2NE,yes,Maine
44067G2NW,yes,Maine
44067G2SW,yes,Maine
44067F5CE,yes,Maine
44067F5NE,yes,Maine
44067F5NW,yes,Maine
44071H1CE,yes,Maine
44070E2NW,yes,Maine
44070E2SE,yes,Maine
44068D1CE,yes,Maine
44068D1NW,yes,Maine
46068H5NW,yes,Maine
46068H5SW,yes,Maine
44069C8NW,yes,Maine
44069C8SE,yes,Maine
44069A6CW,yes,Maine
44069A6NE,yes,Maine
44069A6NW,yes,Maine
45070A1CW,yes,Maine
45067B4NW,yes,Maine
44070D4NW,yes,Maine
45068G2CE,yes,Maine
45068F1NW,yes,Maine
45068F1SW,yes,Maine
43070G2NW,yes,Maine
43070G2SW,yes,Maine
43070B5NW,yes,Maine
43070B6NE,yes,Maine
43070B6NW,yes,Maine
46068F3NW,yes,Maine
42070A4NW,yes,Maine
35076A7CW,no,North Carolina
35076A7CE,no,North Carolina
35076A7NW,no,North Carolina
35076A7NE,no,North Carolina
35076A8SW,no,North Carolina
35076A8SE,yes,North Carolina
35076A8CW,no,North Carolina
35076A8CE,no,North Carolina
35076A8NW,no,North Carolina
35076A8NE,no,North Carolina
35076B1SW,no,North Carolina
35076B1SE,yes,North Carolina
35076B1CW,no,North Carolina
35076B1CE,no,North Carolina
35076B1NW,no,North Carolina
35076B1NE,no,North Carolina
35076B2SW,no,North Carolina
35076B2SE,yes,North Carolina
35076B2CW,no,North Carolina
35076B2CE,no,North Carolina
35076B2NW,no,North Carolina
35076B2NE,no,North Carolina
35076B3SW,no,North Carolina
35076B3SE,yes,North Carolina
35076B3CW,no,North Carolina
35076B3CE,no,North Carolina
35076B3NW,no,North Carolina
35076B3NE,no,North Carolina
35076B4SW,no,North Carolina
35076B4SE,yes,North Carolina
35076B4CW,no,North Carolina
35076B4CE,no,North Carolina
35076B4NW,no,North Carolina
35076B4NE,no,North Carolina
35076B5SW,no,North Carolina
35076B5SE,yes,North Carolina
35076B5CW,no,North Carolina
35076B5CE,no,North Carolina
35076B5NW,no,North Carolina
35076B5NE,no,North Carolina
35076B6SW,no,North Carolina
35076B6SE,yes,North Carolina
35076B6CW,no,North Carolina
35076B6CE,no,North Carolina
35076B6NW,no,North Carolina
35076B6NE,no,North Carolina
35076B7SW,no,North Carolina
35076B7SE,yes,North Carolina
35076B7CW,no,North Carolina
35076B7CE,no,North Carolina
35076B7NW,no,North Carolina
35076B7NE,no,North Carolina
35076B8SW,no,North Carolina
35076B8SE,yes,North Carolina
35076B8CW,no,North Carolina
35076B8CE,no,North Carolina
35076B8NW,no,North Carolina
35076B8NE,no,North Carolina
35076C1SW,no,North Carolina
35076C1SE,no,North Carolina
35076C1CW,no,North Carolina
35076C1CE,no,North Carolina
35076C1NW,yes,North Carolina
35076C1NE,no,North Carolina
35076C2SW,no,North Carolina
35076C2SE,no,North Carolina
35076C2CW,no,North Carolina
35076C2CE,no,North Carolina
35076C2NW,yes,North Carolina
35076C2NE,no,North Carolina
35076C3SW,no,North Carolina
35076C3SE,no,North Carolina
35076C3CW,no,North Carolina
35076C3CE,no,North Carolina
35076C3NW,yes,North Carolina
35076C3NE,no,North Carolina
35076C4SW,yes,North Carolina
35076C4SE,no,North Carolina
35076C4CW,no,North Carolina
35076C4CE,no,North Carolina
35076C4NW,no,North Carolina
35076C4NE,no,North Carolina
35076C5SW,no,North Carolina
35076C5SE,yes,North Carolina
35076C5CW,no,North Carolina
35076C5CE,no,North Carolina
35076C5NW,no,North Carolina
35076C5NE,no,North Carolina
35076C6SW,no,North Carolina
35076C6SE,yes,North Carolina
35076C6CW,no,North Carolina
35076C6CE,no,North Carolina
35076C6NW,no,North Carolina
35076C6NE,no,North Carolina
35076C7SW,no,North Carolina
35076C7SE,yes,North Carolina
35076C7CW,no,North Carolina
35076C7CE,no,North Carolina
35076C7NW,no,North Carolina
35076C7NE,no,North Carolina
35076C8SW,no,North Carolina
35076C8SE,yes,North Carolina
35076C8CW,no,North Carolina
35076C8CE,no,North Carolina
35076C8NW,no,North Carolina
35076C8NE,no,North Carolina
35076D1SW,no,North Carolina
35076D1SE,no,North Carolina
35076D1CW,yes,North Carolina
35076D1CE,no,North Carolina
35076D1NW,no,North Carolina
35076D1NE,no,North Carolina
35076D2SW,no,North Carolina
35076D2SE,yes,North Carolina
35076D2CW,no,North Carolina
35076D2CE,no,North Carolina
35076D2NW,no,North Carolina
35076D2NE,no,North Carolina
35076D3SW,no,North Carolina
35076D3SE,yes,North Carolina
35076D3CW,no,North Carolina
35076D3CE,no,North Carolina
35076D3NW,no,North Carolina
35076D3NE,no,North Carolina
35076D4SW,no,North Carolina
35076D4SE,yes,North Carolina
35076D4CW,no,North Carolina
35076D4CE,no,North Carolina
35076D4NW,no,North Carolina
35076D4NE,no,North Carolina
35076D5SW,no,North Carolina
35076D5SE,yes,North Carolina
35076D5CW,no,North Carolina
35076D5CE,no,North Carolina
35076D5NW,no,North Carolina
35076D5NE,no,North Carolina
33078H6NE,yes,North Carolina
35076D6SW,no,North Carolina
35076D6SE,yes,North Carolina
35076D6CW,no,North Carolina
35076D6CE,no,North Carolina
35076D6NW,no,North Carolina
35076D6NE,no,North Carolina
35076D7SW,no,North Carolina
35076D7SE,yes,North Carolina
35076D7CW,no,North Carolina
35076D7CE,no,North Carolina
35076D7NW,no,North Carolina
35076D7NE,no,North Carolina
35076D8SW,no,North Carolina
35076D8SE,yes,North Carolina
35076D8CW,no,North Carolina
35076D8CE,no,North Carolina
35076D8NW,no,North Carolina
35076D8NE,no,North Carolina
35076E1SW,no,North Carolina
35076E1SE,yes,North Carolina
35076E1CW,no,North Carolina
35076E1CE,no,North Carolina
35076E1NW,no,North Carolina
35076E1NE,no,North Carolina
35076E2SW,no,North Carolina
35076E2SE,no,North Carolina
35076E2CW,yes,North Carolina
35076E2CE,no,North Carolina
35076E2NW,no,North Carolina
35076E2NE,no,North Carolina
35076E3SW,no,North Carolina
35076E3SE,yes,North Carolina
35076E3CW,no,North Carolina
35076E3CE,no,North Carolina
35076E3NW,no,North Carolina
35076E3NE,no,North Carolina
35076E4SW,no,North Carolina
35076E4SE,yes,North Carolina
35076E4CW,no,North Carolina
35076E4CE,no,North Carolina
35076E4NW,no,North Carolina
35076E4NE,no,North Carolina
35076E5SW,no,North Carolina
35076E5SE,yes,North Carolina
35076E5CW,no,North Carolina
35076E5CE,no,North Carolina
35076E5NW,no,North Carolina
35076E5NE,no,North Carolina
35076E6SW,no,North Carolina
35076E6SE,yes,North Carolina
35076E6CW,no,North Carolina
35076E6CE,no,North Carolina
35076E6NW,no,North Carolina
35076E6NE,no,North Carolina
35076E7SW,no,North Carolina
35076E7SE,yes,North Carolina
35076E7CW,no,North Carolina
35076E7CE,no,North Carolina
35076E7NW,no,North Carolina
35076E7NE,no,North Carolina
35076E8SW,no,North Carolina
35076E8SE,yes,North Carolina
35076E8CW,no,North Carolina
35076E8CE,no,North Carolina
35076E8NW,no,North Carolina
35076E8NE,no,North Carolina
35076F1SW,no,North Carolina
35076F1SE,yes,North Carolina
35076F1CW,no,North Carolina
35076F1CE,no,North Carolina
35076F1NW,no,North Carolina
35076F1NE,no,North Carolina
35076F2SW,no,North Carolina
35076F2SE,yes,North Carolina
35076F2CW,no,North Carolina
35076F2CE,no,North Carolina
35076F2NW,no,North Carolina
35076F2NE,no,North Carolina
35076F3SW,no,North Carolina
35076F3SE,yes,North Carolina
35076F3CW,no,North Carolina
35076F3CE,no,North Carolina
35076F3NW,no,North Carolina
35076F3NE,no,North Carolina
35076F4SW,no,North Carolina
35076F4SE,yes,North Carolina
35076F4CW,no,North Carolina
35076F4CE,no,North Carolina
35076F4NW,no,North Carolina
35076F4NE,no,North Carolina
35076F5SW,no,North Carolina
35076F5SE,yes,North Carolina
35076F5CW,no,North Carolina
35076F5CE,no,North Carolina
35076G1SE,yes,North Carolina
34077H3SE,yes,North Carolina
35076G1CW,no,North Carolina
34077H3CW,no,North Carolina
34077H3CE,no,North Carolina
34077H3NW,no,North Carolina
34077H3NE,no,North Carolina
34077H4SW,no,North Carolina
35076F5NW,no,North Carolina
34077H4SE,yes,North Carolina
34077H4CW,no,North Carolina
34077H4CE,no,North Carolina
34077H4NW,no,North Carolina
34077H4NE,no,North Carolina
34077H5SW,no,North Carolina
34077H5SE,yes,North Carolina
34077H5CW,no,North Carolina
34077H5CE,no,North Carolina
34077H5NW,no,North Carolina
34077H5NE,no,North Carolina
34077H6SW,no,North Carolina
34077H6SE,yes,North Carolina
34077H6CW,no,North Carolina
34077H6CE,no,North Carolina
34077H6NW,no,North Carolina
34077H6NE,no,North Carolina
34077H7SW,no,North Carolina
34077H7SE,yes,North Carolina
34077H7CW,no,North Carolina
34077H7CE,no,North Carolina
34077H7NW,no,North Carolina
34077H7NE,no,North Carolina
34077H8SW,no,North Carolina
34077H8SE,yes,North Carolina
34077H8CW,no,North Carolina
34077H8CE,no,North Carolina
34077H8NW,no,North Carolina
34077H8NE,no,North Carolina
34078A1SW,no,North Carolina
34078A1SE,yes,North Carolina
34078A1CW,no,North Carolina
34078A1CE,no,North Carolina
34078A1NW,no,North Carolina
34078A1NE,no,North Carolina
34078A2SW,no,North Carolina
34078A2SE,yes,North Carolina
34078A2CW,no,North Carolina
34078A2CE,no,North Carolina
34078A2NW,no,North Carolina
34078A2NE,no,North Carolina
34078A3SW,no,North Carolina
34078A3SE,yes,North Carolina
34078A3CW,no,North Carolina
34078A3CE,no,North Carolina
34078A3NW,no,North Carolina
34078A3NE,no,North Carolina
34078A4SW,no,North Carolina
34078A4SE,yes,North Carolina
34078A4CW,no,North Carolina
34078A4CE,no,North Carolina
34078A4NW,no,North Carolina
34078A4NE,no,North Carolina
34078A5SW,no,North Carolina
34078A5SE,yes,North Carolina
34078A5CW,no,North Carolina
34078A5CE,no,North Carolina
34078A5NW,no,North Carolina
34078A5NE,no,North Carolina
34078A6SW,no,North Carolina
34078A6SE,yes,North Carolina
34078A6CW,no,North Carolina
34078A6CE,no,North Carolina
34078A6NW,no,North Carolina
34078A6NE,no,North Carolina
34078A7SE,no,North Carolina
34078A7CW,no,North Carolina
34078A7CE,no,North Carolina
34078A7NW,no,North Carolina
34078A7NE,yes,North Carolina
34078B1SW,no,North Carolina
34078B1SE,yes,North Carolina
34078B1CW,no,North Carolina
34078B1CE,no,North Carolina
34078B1NW,no,North Carolina
34078B1NE,no,North Carolina
34078B2SW,no,North Carolina
34078B2SE,yes,North Carolina
34078B2CW,no,North Carolina
34078B2CE,no,North Carolina
34078B2NW,no,North Carolina
34078B2NE,no,North Carolina
34078B3SW,no,North Carolina
34078B3SE,yes,North Carolina
34078B3CW,no,North Carolina
34078B3CE,no,North Carolina
34078B3NW,no,North Carolina
35080G8CW,no,North Carolina
34078B3NE,no,North Carolina
34078B4SW,no,North Carolina
34078B4SE,yes,North Carolina
34078B4CW,no,North Carolina
34078B4CE,no,North Carolina
34078B4NW,no,North Carolina
34078B4NE,no,North Carolina
34078B5SW,no,North Carolina
34078B5SE,yes,North Carolina
34078B5CW,no,North Carolina
34078B5CE,no,North Carolina
34078B5NW,no,North Carolina
34078B5NE,no,North Carolina
34078B6SW,no,North Carolina
34078B6SE,yes,North Carolina
34078B6CW,no,North Carolina
34078B6CE,no,North Carolina
34078B6NW,no,North Carolina
34078B6NE,no,North Carolina
34078B7SW,no,North Carolina
34078B7SE,yes,North Carolina
34078B7CW,no,North Carolina
34078B7CE,no,North Carolina
34078B7NW,no,North Carolina
34078B7NE,no,North Carolina
34078B8SE,no,North Carolina
34078B8CW,no,North Carolina
34078B8CE,yes,North Carolina
34078B8NW,no,North Carolina
34078B8NE,no,North Carolina
34078C1SW,no,North Carolina
34078C1SE,yes,North Carolina
34078C1CW,no,North Carolina
34078C1CE,no,North Carolina
34078C1NW,no,North Carolina
34078C1NE,no,North Carolina
34078C2SW,no,North Carolina
34078C2SE,yes,North Carolina
34078C2CW,no,North Carolina
34078C2CE,no,North Carolina
34078C2NW,no,North Carolina
34078C2NE,no,North Carolina
34078C3SW,no,North Carolina
34078C3SE,yes,North Carolina
34078C3CW,no,North Carolina
34078C3CE,no,North Carolina
34078C3NW,no,North Carolina
34078C3NE,no,North Carolina
34078C4SW,no,North Carolina
34078C4SE,yes,North Carolina
34078C4CW,no,North Carolina
34078C4CE,no,North Carolina
34078C4NW,no,North Carolina
34078C4NE,no,North Carolina
34078C5SW,no,North Carolina
34078C5SE,yes,North Carolina
34078C5CW,no,North Carolina
34078C5CE,no,North Carolina
34078C5NW,no,North Carolina
34078C5NE,no,North Carolina
34078C6SW,no,North Carolina
34078C6SE,yes,North Carolina
34078C6CW,no,North Carolina
34078C6CE,no,North Carolina
34078C6NW,no,North Carolina
34078C6NE,no,North Carolina
34078C7SW,no,North Carolina
34078C7SE,yes,North Carolina
34078C7CW,no,North Carolina
34078C7CE,no,North Carolina
34078C7NW,no,North Carolina
34078C7NE,no,North Carolina
34078C8SW,no,North Carolina
34078C8SE,yes,North Carolina
34078C8CW,no,North Carolina
34078C8CE,no,North Carolina
34078C8NW,no,North Carolina
34078C8NE,no,North Carolina
34078D1SW,no,North Carolina
34078D1SE,yes,North Carolina
34078D1CW,no,North Carolina
34078D1CE,no,North Carolina
34078D1NW,no,North Carolina
34078D1NE,no,North Carolina
34078D2SW,no,North Carolina
34078D2SE,yes,North Carolina
34078D2CW,no,North Carolina
34078D2CE,no,North Carolina
34078D2NW,no,North Carolina
34078D2NE,no,North Carolina
34078D3SW,no,North Carolina
34078D3SE,yes,North Carolina
34078D3CW,no,North Carolina
34078D3CE,no,North Carolina
34078D3NW,no,North Carolina
34078D3NE,no,North Carolina
34078D4SW,no,North Carolina
34078D4SE,yes,North Carolina
34078D4CW,no,North Carolina
34078D4CE,no,North Carolina
34078D4NW,no,North Carolina
34078D4NE,no,North Carolina
34078D5SW,no,North Carolina
34078D5SE,yes,North Carolina
